,accession,pred_prob,protein,protein_probability,mRNA,y
427,YJR103W,0.627949059009552,YJR103W,0.98,0.6,1
428,YMR271C,0.359394371509552,YMR271C,0.0,0.8,0
429,YOL155C,0.2266402393579483,YOL155C,0.0,0.72,0
430,YOL144W,0.9435341358184814,YOL144W,1.0,1.14,1
431,YPR013C,0.1612471640110016,YPR013C,0.0,0.73,0
432,YDL019C,0.5548136234283447,YDL019C,0.86,1.2,1
433,YDR071C,0.9425560235977173,YDR071C,1.0,5.98,1
434,YNL005C,0.359394371509552,YNL005C,0.0,1.37,1
435,YOL065C,0.359394371509552,YOL065C,0.0,1.01,0
436,YML011C,0.359394371509552,YML011C,0.0,0.99,0
437,YOR360C,0.5115175247192383,YOR360C,0.94,2.53,0
438,YCR096C,0.13906438648700714,YCR096C,0.0,1.61,0
439,YIL070C,0.33513498306274414,YIL070C,0.52,1.52,1
440,YFL041W,0.17933447659015656,YFL041W,0.0,0.98,1
441,YGR233C,0.5820704102516174,YGR233C,0.93,1.15,1
442,YOR335C,0.9436418414115906,YOR335C,1.0,3.02,1
443,YKL196C,0.8649768829345703,YKL196C,1.0,3.2,1
444,YMR136W,0.23453867435455322,YMR136W,0.63,0.64,0
445,YNR037C,0.1708676666021347,YNR037C,0.0,1.75,0
446,YNL314W,0.14560313522815704,YNL314W,0.0,0.47,0
447,YDR174W,0.9376627206802368,YDR174W,1.0,6.67,1
448,YGR151C,0.20067928731441498,YGR151C,0.28,2.44,0
449,YPR009W,0.16201965510845184,YPR009W,0.0,1.7,0
450,YKL193C,0.6734510064125061,YKL193C,0.91,1.68,1
451,YML016C,0.9426748752593994,YML016C,1.0,3.27,1
452,YJR110W,0.3358400762081146,YJR110W,0.83,0.76,0
453,YBR137W,0.6119189262390137,YBR137W,0.95,1.28,0
454,YKR075C,0.21335825324058533,YKR075C,0.5,0.86,0
455,YEL018W,0.17104996740818024,YEL018W,0.0,4.01,0
456,YMR184W,0.2820224165916443,YMR184W,0.0,1.44,0
457,YJL022W,0.1470937430858612,YJL022W,0.0,1.17,0
458,YGL030W,0.9445112943649292,YGL030W,1.0,29.71,1
459,YAR066W,0.13721103966236115,YAR066W,0.0,0.9,0
460,YLR240W,0.2204151600599289,YLR240W,0.0,0.76,0
461,YNL023C,0.636231541633606,YNL023C,1.0,0.78,0
462,YDR441C,0.6911269426345825,YDR441C,0.86,1.53,0
463,YOR304W,0.3776366710662842,YOR304W,0.34,0.92,0
464,YLR389C,0.6119189262390137,YLR389C,0.95,1.09,1
465,YDR116C,0.359394371509552,YDR116C,0.0,1.53,1
466,YOR290C,0.18443186581134796,YOR290C,0.2,0.83,1
467,YMR044W,0.18532714247703552,YMR044W,0.0,1.15,1
468,YDR339C,0.3506152331829071,YDR339C,0.75,2.25,0
469,YBR222C,0.5769588351249695,YBR222C,0.75,0.97,1
470,YJL107C,0.359394371509552,YJL107C,0.0,0.62,0
471,YPL131W,0.9442736506462097,YPL131W,1.0,48.72,1
472,YLR319C,0.844724714756012,YLR319C,1.0,0.7,1
473,YLL035W,0.359394371509552,YLL035W,0.0,0.87,0
474,YDR044W,0.8966076970100403,YDR044W,0.99,1.31,1
475,YHR064C,0.9198746085166931,YHR064C,1.0,8.29,1
476,YHL001W,0.359394371509552,YHL001W,0.0,19.5,1
477,YKR084C,0.6186503767967224,YKR084C,0.96,1.1,1
478,YMR020W,0.359394371509552,YMR020W,0.0,2.49,1
479,YNL032W,0.24961358308792114,YNL032W,0.0,2.03,0
480,YCR069W,0.5632231831550598,YCR069W,0.88,1.11,0
481,YJL213W,0.4045364260673523,YJL213W,0.45,0.74,0
482,YCR012W,0.9390525221824646,YCR012W,1.0,110.01,1
483,YLR142W,0.359394371509552,YLR142W,0.0,0.52,0
484,YBR073W,0.308864951133728,YBR073W,0.78,1.42,1
485,YPL024W,0.1498880833387375,YPL024W,0.0,1.3,0
486,YER043C,0.9423443675041199,YER043C,1.0,18.8,1
487,YNL012W,0.32679933309555054,YNL012W,0.83,0.4,0
488,YDL202W,0.9422503709793091,YDL202W,1.0,1.07,0
489,YBL050W,0.8904745578765869,YBL050W,1.0,1.36,1
490,YNL147W,0.5753805041313171,YNL147W,0.93,2.9,0
491,YLR067C,0.3672613501548767,YLR067C,0.25,0.92,0
492,YDR320C,0.24361500144004822,YDR320C,0.0,0.49,1
493,YFR044C,0.9448436498641968,YFR044C,1.0,6.54,1
494,YHR208W,0.9447854161262512,YHR208W,1.0,7.66,1
495,YMR144W,0.15530234575271606,YMR144W,0.0,0.64,0
496,YGL106W,0.8749392628669739,YGL106W,1.0,5.85,1
497,YGR148C,0.39268019795417786,YGR148C,0.42,53.06,1
498,YOR151C,0.8837544918060303,YOR151C,1.0,4.28,1
499,YJL147C,0.1453631967306137,YJL147C,0.21,0.56,0
500,YBR169C,0.939643383026123,YBR169C,1.0,0.78,1
501,YHR001W,0.6186503767967224,YHR001W,0.96,1.01,1
502,YKR078W,0.2877742052078247,YKR078W,0.57,0.57,0
503,YNL200C,0.3558148443698883,YNL200C,0.0,0.81,1
504,YOR333C,0.1446971595287323,YOR333C,0.0,0.48,0
505,YDL102W,0.9441837668418884,YDL102W,1.0,0.95,1
506,YBL093C,0.23516809940338135,YBL093C,0.0,1.52,0
507,YGL229C,0.2599024474620819,YGL229C,0.0,0.55,0
508,YGR203W,0.3675536513328552,YGR203W,0.87,0.99,0
509,YLL064C,0.14090129733085632,YLL064C,0.0,0.76,0
510,YMR168C,0.29892244935035706,YMR168C,0.56,0.51,0
511,YAL005C,0.941253125667572,YAL005C,1.0,9.78,1
512,YGL238W,0.9428039193153381,YGL238W,1.0,2.6,1
513,YGR282C,0.36358708143234253,YGR282C,0.21,27.3,1
514,YDL047W,0.15772923827171326,YDL047W,0.0,1.34,0
515,YHR128W,0.9412492513656616,YHR128W,1.0,4.51,1
516,YIR037W,0.6046887040138245,YIR037W,0.94,4.17,1
517,YOL015W,0.23513828217983246,YOL015W,0.0,0.6,0
518,YNL127W,0.6058082580566406,YNL127W,0.99,0.57,0
519,YOR269W,0.2124803513288498,YOR269W,0.0,0.75,0
520,YDR239C,0.9409847259521484,YDR239C,1.0,0.77,0
521,YNL086W,0.1412636935710907,YNL086W,0.0,0.88,0
522,YIL135C,0.1923907995223999,YIL135C,0.25,1.28,0
523,YLR016C,0.24171636998653412,YLR016C,0.0,1.13,0
524,YIL133C,0.9338024854660034,YIL133C,1.0,22.3,1
525,YOR035C,0.359394371509552,YOR035C,0.0,0.71,1
526,YJR104C,0.9428805112838745,YJR104C,1.0,21.39,1
527,YDR545W,0.1438852995634079,YDR545W,0.0,3.09,0
528,YNR036C,0.359394371509552,YNR036C,0.0,2.34,0
529,YKL016C,0.9424567818641663,YKL016C,1.0,2.36,1
530,YOR297C,0.359394371509552,YOR297C,0.0,1.03,0
531,YBR192W,0.359394371509552,YBR192W,0.0,0.96,0
532,YDR058C,0.17162932455539703,YDR058C,0.0,0.8,0
533,YOL098C,0.359394371509552,YOL098C,0.0,1.23,1
534,YDL181W,0.1997034251689911,YDL181W,0.0,1.83,1
535,YGL020C,0.29257315397262573,YGL020C,0.51,2.33,0
536,YPR131C,0.1725756824016571,YPR131C,0.0,1.15,0
537,YGR200C,0.9413850903511047,YGR200C,1.0,2.18,1
538,YML126C,0.9234065413475037,YML126C,1.0,7.31,1
539,YBR263W,0.9430748224258423,YBR263W,1.0,2.53,1
540,YNL097C,0.1457362174987793,YNL097C,0.0,0.82,0
541,YPL090C,0.359394371509552,YPL090C,0.0,17.26,1
542,YOR134W,0.359394371509552,YOR134W,0.0,1.81,0
543,YPR016C,0.9449138641357422,YPR016C,1.0,3.82,1
544,YJR159W,0.3909359276294708,YJR159W,0.86,0.46,0
545,YOR211C,0.3763117492198944,YOR211C,0.33,1.17,1
546,YOR386W,0.23505763709545135,YOR386W,0.0,0.59,0
547,YOR073W,0.1720179319381714,YOR073W,0.0,1.03,0
548,YBR175W,0.359394371509552,YBR175W,0.0,0.98,0
549,YJR011C,0.17043349146842957,YJR011C,0.27,0.5,0
550,YBR157C,0.28263312578201294,YBR157C,0.53,0.71,0
551,YBL071C,0.142707958817482,YBL071C,0.0,1.09,0
552,YLR365W,0.1446971595287323,YLR365W,0.0,1.08,0
553,YEL024W,0.359394371509552,YEL024W,0.0,2.9,1
554,YDR520C,0.23122209310531616,YDR520C,0.0,0.66,0
555,YDR457W,0.9377032518386841,YDR457W,0.99,1.31,1
556,YGR116W,0.9394058585166931,YGR116W,1.0,1.58,1
557,YCR099C,0.28663668036460876,YCR099C,0.0,0.53,0
558,YNL010W,0.9462493062019348,YNL010W,1.0,5.06,1
559,YMR268C,0.17309671640396118,YMR268C,0.23,0.62,0
560,YBR197C,0.18644960224628448,YBR197C,0.0,0.6,0
561,YGL153W,0.17254634201526642,YGL153W,0.0,0.96,1
562,YDR184C,0.359394371509552,YDR184C,0.0,1.77,0
563,YDL238C,0.24058008193969727,YDL238C,0.36,0.7,0
564,YDR068W,0.1555485874414444,YDR068W,0.34,1.04,0
565,YBR047W,0.16811902821063995,YBR047W,0.0,0.54,0
566,YGL075C,0.2621449828147888,YGL075C,0.0,0.22,0
567,YOL112W,0.33991023898124695,YOL112W,0.0,0.91,0
568,YOR233W,0.22418485581874847,YOR233W,0.0,0.86,0
569,YGL141W,0.359394371509552,YGL141W,0.0,1.05,0
570,YOR012W,0.1924985945224762,YOR012W,0.0,1.02,0
571,YFR022W,0.14867667853832245,YFR022W,0.0,0.25,0
572,YGR091W,0.359394371509552,YGR091W,0.0,0.73,0
573,YML098W,0.2147265523672104,YML098W,0.0,0.87,0
574,YOR037W,0.37261465191841125,YOR037W,0.3,0.64,0
575,YCR091W,0.17216871678829193,YCR091W,0.0,0.22,0
576,YKL045W,0.36929214000701904,YKL045W,0.27,0.82,0
577,YGL151W,0.3856901228427887,YGL151W,0.92,0.95,1
578,YNL210W,0.1643795669078827,YNL210W,0.0,0.46,0
579,YGL202W,0.7039206027984619,YGL202W,1.0,4.71,1
580,YKR025W,0.6815653443336487,YKR025W,0.91,1.7,0
581,YDR032C,0.9406209588050842,YDR032C,1.0,5.84,1
582,YIL142W,0.9415479898452759,YIL142W,1.0,2.95,1
583,YCR019W,0.359394371509552,YCR019W,0.0,0.44,0
584,YGR208W,0.9347319602966309,YGR208W,0.98,2.19,1
585,YDR073W,0.1659090369939804,YDR073W,0.0,0.87,0
586,YER128W,0.15050534904003143,YER128W,0.0,0.72,0
587,YDR244W,0.359394371509552,YDR244W,0.0,1.15,0
588,YPR145W,0.9447595477104187,YPR145W,1.0,8.48,1
589,YML095C,0.15973728895187378,YML095C,0.0,0.77,0
590,YGL252C,0.359394371509552,YGL252C,0.0,1.65,1
591,YDR443C,0.1839994639158249,YDR443C,0.0,0.91,0
592,YLR175W,0.9327993988990784,YLR175W,1.0,6.79,1
593,YBR247C,0.9249373078346252,YBR247C,1.0,1.21,1
594,YPL241C,0.22036254405975342,YPL241C,0.0,0.99,0
595,YFR025C,0.359394371509552,YFR025C,0.0,0.79,1
596,YML037C,0.22753113508224487,YML037C,0.0,0.45,0
597,YBR237W,0.359394371509552,YBR237W,0.0,0.55,0
598,YJL101C,0.48337531089782715,YJL101C,0.59,0.92,1
599,YGL228W,0.2997142970561981,YGL228W,0.0,1.04,1
600,YCR084C,0.8845056891441345,YCR084C,1.0,1.64,1
601,YHR129C,0.2773868143558502,YHR129C,0.0,0.66,0
602,YOR217W,0.8795541524887085,YOR217W,1.0,0.98,1
603,YPL193W,0.359394371509552,YPL193W,0.0,0.81,0
604,YDR448W,0.26680314540863037,YDR448W,0.0,1.35,0
605,YJL029C,0.3706054389476776,YJL029C,0.56,1.12,1
606,YKL011C,0.1578880101442337,YKL011C,0.0,0.65,0
607,YOL043C,0.16426263749599457,YOL043C,0.0,0.89,0
608,YPR010C,0.9435046315193176,YPR010C,1.0,3.36,1
609,YGL201C,0.9359744191169739,YGL201C,1.0,0.79,1
610,YEL073C,0.17765972018241882,YEL073C,0.0,0.78,0
611,YPL240C,0.9415518045425415,YPL240C,1.0,7.35,1
612,YOR355W,0.2180175930261612,YOR355W,0.43,1.9,0
613,YIL161W,0.36929214000701904,YIL161W,0.27,0.93,0
614,YKR069W,0.19885189831256866,YKR069W,0.0,0.96,0
615,YOR289W,0.21264497935771942,YOR289W,0.0,0.72,0
616,YCR077C,0.3064768612384796,YCR077C,0.0,1.41,1
617,YGL013C,0.6308270692825317,YGL013C,1.0,0.94,0
618,YKL151C,0.31045863032341003,YKL151C,0.0,1.58,1
619,YNL110C,0.9443094730377197,YNL110C,1.0,3.55,1
620,YKL161C,0.14708374440670013,YKL161C,0.0,0.54,0
621,YDR212W,0.9354556798934937,YDR212W,1.0,2.79,1
622,YBL064C,0.9434047937393188,YBL064C,1.0,2.06,1
623,YJR091C,0.5481662154197693,YJR091C,0.9,0.88,1
624,YDR450W,0.3283196985721588,YDR450W,0.0,21.98,1
625,YDR085C,0.21924544870853424,YDR085C,0.0,1.24,0
626,YGR030C,0.19981025159358978,YGR030C,0.0,1.02,0
627,YPL106C,0.9417985081672668,YPL106C,1.0,9.45,1
628,YNL339C,0.14358393847942352,YNL339C,0.0,3.54,0
629,YER089C,0.8196088671684265,YER089C,1.0,2.12,1
630,YLR024C,0.84876948595047,YLR024C,1.0,0.61,0
631,YOR264W,0.14162015914916992,YOR264W,0.0,0.97,0
632,YJR048W,0.9321717619895935,YJR048W,1.0,2.57,1
633,YML051W,0.4497665762901306,YML051W,0.82,1.01,0
634,YKL048C,0.359394371509552,YKL048C,0.0,0.49,0
635,YLR114C,0.8095313310623169,YLR114C,0.98,1.24,1
636,YEL022W,0.9401115775108337,YEL022W,1.0,1.84,1
637,YKL139W,0.16303060948848724,YKL139W,0.26,0.57,1
638,YOL068C,0.2278677374124527,YOL068C,0.0,1.64,0
639,YHL009C,0.14459748566150665,YHL009C,0.0,0.63,0
640,YJR066W,0.8766008615493774,YJR066W,0.98,0.78,0
641,YER064C,0.1832234114408493,YER064C,0.0,1.25,0
642,YOR260W,0.359394371509552,YOR260W,0.0,2.72,1
643,YEL071W,0.9432442784309387,YEL071W,1.0,2.33,1
644,YER127W,0.9429691433906555,YER127W,1.0,1.45,0
645,YDR396W,0.16055987775325775,YDR396W,0.0,1.33,0
646,YNL193W,0.359394371509552,YNL193W,0.0,0.74,0
647,YJL063C,0.20371873676776886,YJL063C,0.0,1.11,1
648,YPR030W,0.1743239164352417,YPR030W,0.0,1.65,0
649,YIR004W,0.4004109501838684,YIR004W,0.44,1.25,1
650,YBR143C,0.9460351467132568,YBR143C,1.0,9.46,1
651,YMR059W,0.2940026521682739,YMR059W,0.0,0.99,0
652,YOR026W,0.3985738754272461,YOR026W,0.46,0.97,0
653,YAL013W,0.16063447296619415,YAL013W,0.0,0.82,0
654,YBR066C,0.14253193140029907,YBR066C,0.0,1.22,0
655,YPL233W,0.1506861001253128,YPL233W,0.0,0.71,0
656,YPR110C,0.9444720149040222,YPR110C,1.0,5.24,1
657,YGL221C,0.9446658492088318,YGL221C,1.0,2.44,1
658,YDR422C,0.38625168800354004,YDR422C,0.65,0.56,0
659,YGL086W,0.1693878322839737,YGL086W,0.0,1.35,1
660,YGL192W,0.17131952941417694,YGL192W,0.0,0.87,0
661,YGR020C,0.8032625317573547,YGR020C,1.0,3.61,1
662,YDR308C,0.19326400756835938,YDR308C,0.0,1.21,0
663,YLR054C,0.1585402935743332,YLR054C,0.0,0.28,0
664,YLR179C,0.9187966585159302,YLR179C,1.0,3.32,1
665,YOL051W,0.9347672462463379,YOL051W,1.0,1.38,1
666,YBR056W,0.8730449676513672,YBR056W,1.0,2.53,1
667,YBL036C,0.7858353853225708,YBL036C,1.0,1.74,1
668,YMR242C,0.9444287419319153,YMR242C,1.0,30.05,1
669,YDR165W,0.9217187166213989,YDR165W,1.0,2.92,1
670,YCL036W,0.19529509544372559,YCL036W,0.0,1.88,0
671,YLR352W,0.2337365448474884,YLR352W,0.0,0.83,0
672,YPL037C,0.9434379935264587,YPL037C,1.0,18.37,1
673,YLR254C,0.19126515090465546,YLR254C,0.0,1.18,0
674,YMR021C,0.3273262679576874,YMR021C,0.83,0.77,0
675,YNL317W,0.14487981796264648,YNL317W,0.0,0.47,0
676,YKR057W,0.944679856300354,YKR057W,1.0,37.68,1
677,YKL186C,0.359394371509552,YKL186C,0.0,1.53,0
678,YCR059C,0.359394371509552,YCR059C,0.0,1.36,0
679,YGR073C,0.1446971595287323,YGR073C,0.0,1.02,0
680,YPL222W,0.8934133052825928,YPL222W,0.99,0.5,0
681,YBR149W,0.9120839238166809,YBR149W,1.0,4.09,1
682,YDR231C,0.19779951870441437,YDR231C,0.0,1.15,0
683,YHR127W,0.24149619042873383,YHR127W,0.0,0.98,0
684,YML128C,0.2957085371017456,YML128C,0.24,1.03,1
685,YBR037C,0.14561282098293304,YBR037C,0.0,0.87,0
686,YLR407W,0.16087684035301208,YLR407W,0.0,1.29,0
687,YOL143C,0.9152485132217407,YOL143C,1.0,5.3,1
688,YDR502C,0.9425572752952576,YDR502C,1.0,2.63,1
689,YIL124W,0.6119189262390137,YIL124W,0.95,2.07,1
690,YOL134C,0.22493748366832733,YOL134C,0.0,0.91,0
691,YDR143C,0.30545058846473694,YDR143C,0.0,0.86,1
692,YNL062C,0.6186503767967224,YNL062C,0.96,1.68,1
693,YLR439W,0.359394371509552,YLR439W,0.0,0.76,0
694,YGL125W,0.359394371509552,YGL125W,0.0,0.7,1
695,YPL079W,0.359394371509552,YPL079W,0.0,35.48,1
696,YOR234C,0.9441054463386536,YOR234C,1.0,24.11,1
697,YOL157C,0.359394371509552,YOL157C,0.0,0.22,0
698,YBL016W,0.359394371509552,YBL016W,0.0,1.01,1
699,YFR020W,0.18516959249973297,YFR020W,0.0,0.61,0
700,YBR062C,0.6190388798713684,YBR062C,0.76,2.15,0
701,YLR218C,0.15031827986240387,YLR218C,0.0,0.96,0
702,YGR261C,0.6371423006057739,YGR261C,0.97,1.55,1
703,YFL010C,0.5392177104949951,YFL010C,1.0,2.18,1
704,YDR493W,0.3621322810649872,YDR493W,0.88,0.8,0
705,YOR208W,0.18530017137527466,YOR208W,0.0,0.85,0
706,YLR309C,0.42358705401420593,YLR309C,0.93,1.26,1
707,YHR098C,0.6186503767967224,YHR098C,0.96,1.56,1
708,YGL166W,0.1788039356470108,YGL166W,0.35,0.8,0
709,YEL026W,0.941399097442627,YEL026W,1.0,13.19,1
710,YJR043C,0.19251173734664917,YJR043C,0.0,1.13,1
711,YDR115W,0.15125440061092377,YDR115W,0.0,1.48,0
712,YMR090W,0.33952873945236206,YMR090W,0.45,1.45,1
713,YDL051W,0.939708411693573,YDL051W,1.0,3.83,1
714,YOL109W,0.9423943161964417,YOL109W,1.0,26.07,1
715,YDR289C,0.32008057832717896,YDR289C,0.0,0.83,0
716,YLR340W,0.9398420453071594,YLR340W,1.0,39.32,1
717,YJR097W,0.8461756706237793,YJR097W,0.95,0.68,0
718,YKR077W,0.14878080785274506,YKR077W,0.0,0.55,0
719,YOR179C,0.3154732286930084,YOR179C,0.0,1.36,0
720,YBR076W,0.2281412035226822,YBR076W,0.58,0.98,0
721,YOR172W,0.14779825508594513,YOR172W,0.0,1.27,0
722,YKL099C,0.3890620768070221,YKL099C,0.41,2.21,0
723,YKL216W,0.9239091277122498,YKL216W,1.0,8.93,1
724,YDR421W,0.15578815340995789,YDR421W,0.0,0.46,0
725,YKR054C,0.6648125052452087,YKR054C,1.0,2.03,1
726,YML070W,0.869610607624054,YML070W,1.0,1.31,1
727,YLR010C,0.16545377671718597,YLR010C,0.0,0.64,0
728,YML107C,0.1569937914609909,YML107C,0.0,0.72,0
729,YGR086C,0.9419218301773071,YGR086C,1.0,7.59,1
730,YKL144C,0.359394371509552,YKL144C,0.0,1.5,0
731,YHR080C,0.24539808928966522,YHR080C,0.45,0.77,0
732,YGL102C,0.23928657174110413,YGL102C,0.0,1.15,0
733,YMR083W,0.9441409111022949,YMR083W,1.0,13.8,1
734,YBR206W,0.1446971595287323,YBR206W,0.0,2.65,0
735,YLR250W,0.938412070274353,YLR250W,0.99,1.6,1
736,YFR017C,0.2478843331336975,YFR017C,0.0,0.29,1
737,YJR063W,0.8788897395133972,YJR063W,1.0,2.57,0
738,YGR258C,0.6140294075012207,YGR258C,1.0,0.68,0
739,YLR177W,0.359394371509552,YLR177W,0.0,0.83,1
740,YBR104W,0.359394371509552,YBR104W,0.0,0.94,0
741,YDR091C,0.9411264061927795,YDR091C,1.0,2.34,1
742,YDR312W,0.359394371509552,YDR312W,0.0,1.37,1
743,YDR489W,0.359394371509552,YDR489W,0.0,0.73,0
744,YOR117W,0.9439858198165894,YOR117W,1.0,2.51,1
745,YHR219W,0.14182019233703613,YHR219W,0.0,3.17,0
746,YLL018C,0.9427046179771423,YLL018C,1.0,6.41,1
747,YPL032C,0.5962026119232178,YPL032C,0.93,1.84,1
748,YMR012W,0.9447565674781799,YMR012W,1.0,1.69,1
749,YDL226C,0.9245717525482178,YDL226C,1.0,1.75,1
750,YPL174C,0.3195628523826599,YPL174C,0.29,0.58,0
751,YML054C,0.35178884863853455,YML054C,0.62,0.52,1
752,YJL203W,0.25615739822387695,YJL203W,0.0,0.7,0
753,YOL005C,0.15655255317687988,YOL005C,0.0,1.75,0
754,YDR223W,0.2865535020828247,YDR223W,0.3,0.57,0
755,YLL060C,0.359394371509552,YLL060C,0.0,0.65,0
756,YDR167W,0.5210292339324951,YDR167W,0.64,1.55,0
757,YLR438W,0.9155924916267395,YLR438W,1.0,0.82,1
758,YIL152W,0.15925565361976624,YIL152W,0.0,0.9,0
759,YMR112C,0.16244356334209442,YMR112C,0.0,1.25,0
760,YDL230W,0.16710057854652405,YDL230W,0.0,0.96,0
761,YKL086W,0.359394371509552,YKL086W,0.0,1.42,0
762,YAL019W,0.8205691576004028,YAL019W,0.98,0.95,1
763,YOR379C,0.16553303599357605,YOR379C,0.36,0.84,0
764,YNL232W,0.29884451627731323,YNL232W,0.56,2.2,1
765,YLR095C,0.15841569006443024,YLR095C,0.0,1.05,1
766,YFL028C,0.647891640663147,YFL028C,0.97,2.34,1
767,YKR020W,0.1543586701154709,YKR020W,0.0,0.56,0
768,YDR315C,0.359394371509552,YDR315C,0.0,0.66,0
769,YHR042W,0.8551849722862244,YHR042W,1.0,5.18,1
770,YPL118W,0.30314821004867554,YPL118W,0.0,1.51,1
771,YBR195C,0.359394371509552,YBR195C,0.0,0.67,0
772,YDR486C,0.19686122238636017,YDR486C,0.0,1.03,0
773,YNL081C,0.33152827620506287,YNL081C,0.0,1.33,0
774,YPR063C,0.862489640712738,YPR063C,0.98,2.73,0
775,YNL167C,0.17651383578777313,YNL167C,0.31,0.63,0
776,YFR037C,0.8355648517608643,YFR037C,0.99,2.87,1
777,YPR144C,0.359394371509552,YPR144C,0.0,1.57,1
778,YER070W,0.6060810089111328,YER070W,1.0,2.07,1
779,YKR058W,0.28696098923683167,YKR058W,0.0,0.63,0
780,YHR008C,0.9220733046531677,YHR008C,1.0,3.35,1
781,YGL245W,0.9433761239051819,YGL245W,1.0,8.98,1
782,YGR108W,0.23911267518997192,YGR108W,0.0,1.59,0
783,YOR019W,0.359394371509552,YOR019W,0.0,0.66,0
784,YMR074C,0.24540303647518158,YMR074C,0.0,2.67,1
785,YOL021C,0.8583399653434753,YOL021C,1.0,1.38,1
786,YDL077C,0.21380411088466644,YDL077C,0.0,0.95,0
787,YPL198W,0.9348990321159363,YPL198W,1.0,14.5,1
788,YOR084W,0.18645651638507843,YOR084W,0.0,0.81,0
789,YJR144W,0.16647903621196747,YJR144W,0.0,1.85,1
790,YEL048C,0.359394371509552,YEL048C,0.0,1.33,0
791,YBR280C,0.22016678750514984,YBR280C,0.0,0.42,0
792,YHR090C,0.25361374020576477,YHR090C,0.2,0.72,0
793,YDR370C,0.17778483033180237,YDR370C,0.0,0.81,0
794,YMR143W,0.9432706832885742,YMR143W,1.0,26.18,1
795,YOR193W,0.148996502161026,YOR193W,0.0,0.57,0
796,YOL039W,0.9429064989089966,YOL039W,1.0,36.82,1
797,YGR037C,0.8943105340003967,YGR037C,1.0,12.7,1
798,YLR434C,0.1446971595287323,YLR434C,0.0,0.74,0
799,YJL066C,0.9415234923362732,YJL066C,1.0,1.05,1
800,YNR017W,0.9261294007301331,YNR017W,0.99,2.77,1
801,YDL039C,0.15105611085891724,YDL039C,0.0,2.22,0
802,YLR139C,0.4388154149055481,YLR139C,0.52,0.94,0
803,YCL037C,0.9177669286727905,YCL037C,1.0,1.23,1
804,YDR310C,0.4736303389072418,YDR310C,0.99,0.87,0
805,YOL025W,0.1888130009174347,YOL025W,0.0,0.72,1
806,YDR494W,0.15849879384040833,YDR494W,0.0,0.99,0
807,YNR073C,0.5210292339324951,YNR073C,0.64,0.42,0
808,YNL297C,0.3054017424583435,YNL297C,0.0,1.02,1
809,YGR126W,0.359394371509552,YGR126W,0.0,0.41,0
810,YLR418C,0.30542775988578796,YLR418C,0.66,0.84,1
811,YLR008C,0.9362495541572571,YLR008C,0.99,1.84,0
812,YML022W,0.9462679028511047,YML022W,1.0,4.43,1
813,YDR043C,0.15265542268753052,YDR043C,0.0,0.38,0
814,YOL017W,0.383413165807724,YOL017W,0.92,0.56,0
815,YKR068C,0.16531042754650116,YKR068C,0.0,1.91,0
816,YHR107C,0.943626880645752,YHR107C,1.0,1.05,1
817,YOR115C,0.2645299434661865,YOR115C,0.0,1.53,1
818,YBR273C,0.26095402240753174,YBR273C,0.0,1.45,1
819,YLR447C,0.9120752811431885,YLR447C,1.0,6.81,1
820,YNL191W,0.359394371509552,YNL191W,0.0,0.93,0
821,YNL123W,0.4566364586353302,YNL123W,0.55,2.03,1
822,YMR022W,0.1828482449054718,YMR022W,0.0,2.36,0
823,YPL217C,0.8823264837265015,YPL217C,1.0,1.35,1
824,YDL240W,0.36358708143234253,YDL240W,0.21,1.44,0
825,YOR206W,0.9436643719673157,YOR206W,1.0,2.7,1
826,YDL125C,0.9193903803825378,YDL125C,1.0,7.3,1
827,YBR214W,0.359394371509552,YBR214W,0.0,1.44,1
828,YDL016C,0.1811521351337433,YDL016C,0.0,5.74,0
829,YPR100W,0.23586365580558777,YPR100W,0.0,1.81,0
830,YML053C,0.2017916887998581,YML053C,0.0,1.4,0
831,YER052C,0.9014557003974915,YER052C,1.0,2.95,1
832,YER040W,0.20091621577739716,YER040W,0.0,0.34,0
833,YDR163W,0.2842927575111389,YDR163W,0.0,0.92,0
834,YPL129W,0.8023282289505005,YPL129W,1.0,2.14,1
835,YCR036W,0.3257148861885071,YCR036W,0.0,1.4,1
836,YPL152W,0.1755964308977127,YPL152W,0.0,0.87,0
837,YJL181W,0.3865683376789093,YJL181W,0.54,0.68,0
838,YEL056W,0.2355261892080307,YEL056W,0.0,1.91,1
839,YMR237W,0.8895940780639648,YMR237W,1.0,0.99,1
840,YLR370C,0.9331017136573792,YLR370C,0.97,2.28,1
841,YIL105C,0.1704184114933014,YIL105C,0.0,1.64,1
842,YMR303C,0.9416515827178955,YMR303C,1.0,11.92,1
843,YHR017W,0.36332327127456665,YHR017W,0.58,0.79,0
844,YLR424W,0.28969353437423706,YLR424W,0.55,0.6,0
845,YLR197W,0.9447714686393738,YLR197W,1.0,10.72,1
846,YBL067C,0.1937064826488495,YBL067C,0.0,1.61,0
847,YOR181W,0.17932257056236267,YOR181W,0.0,0.68,1
848,YGR007W,0.22011587023735046,YGR007W,0.36,1.74,0
849,YOR210W,0.34307658672332764,YOR210W,0.0,5.99,1
850,YER110C,0.9433615803718567,YER110C,1.0,3.23,1
851,YKL108W,0.1610676646232605,YKL108W,0.26,0.81,0
852,YPL004C,0.8841115832328796,YPL004C,1.0,5.81,1
853,YML124C,0.944265604019165,YML124C,1.0,2.33,1
